chemical,disease,n_proteins_mapped_chemical,n_proteins_mapped_disease,closest,avg_closest_null,std_closest_null,z_closest
ellagic acid,ankylosis,42,14,1.976190476,1.913619048,0.084063522,0.744335082
ellagic acid,bone marrow diseases,42,60,1.571428571,1.652047619,0.075634144,-1.065908105
ellagic acid,neoplasms,42,531,1.142857143,1.269214286,0.078444165,-1.610790853
ellagic acid,"genital neoplasms, female",42,26,1.666666667,1.685880952,0.097280921,-0.197513402
ellagic acid,"heredodegenerative disorders, nervous system",42,219,1.523809524,1.49147619,0.084923054,0.380736816
ellagic acid,exophthalmos,42,14,1.976190476,2.040595238,0.060449821,-1.065425191
ellagic acid,otorhinolaryngologic diseases,42,45,1.80952381,1.888857143,0.058144866,-1.364408233
ellagic acid,urogenital neoplasms,42,135,1.476190476,1.553261905,0.079378364,-0.970937484
ellagic acid,"spondylitis, ankylosing",42,14,1.976190476,1.913619048,0.084063522,0.744335082
ellagic acid,basal ganglia diseases,42,55,1.833333333,1.726785714,0.088536139,1.203436471
ellagic acid,carcinoma,42,57,1.571428571,1.648738095,0.080643637,-0.95865621
ellagic acid,"lung diseases, obstructive",42,46,1.761904762,1.8095,0.087192931,-0.545861204
ellagic acid,obesity,42,14,2.047619048,2.035761905,0.057557996,0.2060034
ellagic acid,cardiovascular abnormalities,42,71,1.595238095,1.760595238,0.063227512,-2.615272024
ellagic acid,ataxia,42,35,1.904761905,1.82447619,0.054594028,1.470595167
ellagic acid,intestinal diseases,42,222,1.30952381,1.504619048,0.079974358,-2.439472384
ellagic acid,"leukemia, lymphoid",42,73,1.785714286,1.707547619,0.060482335,1.292388382
ellagic acid,carotid artery diseases,42,19,1.952380952,1.9635,0.057621561,-0.192966788
ellagic acid,"demyelinating autoimmune diseases, cns",42,85,1.5,1.669857143,0.091881455,-1.84865534
ellagic acid,"liver cirrhosis, biliary",42,28,1.857142857,1.835142857,0.074802173,0.294109103
ellagic acid,dwarfism,42,27,1.880952381,1.923357143,0.054860362,-0.772958116
ellagic acid,peroxisomal disorders,42,20,2.047619048,1.986785714,0.057375395,1.060268664
ellagic acid,"brain diseases, metabolic",42,103,1.833333333,1.72947619,0.069264667,1.499424559
ellagic acid,muscular dystrophies,42,39,1.904761905,1.81047619,0.053581481,1.759669821
ellagic acid,celiac disease,42,38,1.833333333,1.844333333,0.077615235,-0.141724753
ellagic acid,dyssomnias,42,21,2.047619048,2.006547619,0.057839871,0.710088523
ellagic acid,digestive system neoplasms,42,98,1.476190476,1.574952381,0.088787805,-1.112336366
ellagic acid,amyotrophic lateral sclerosis,42,25,1.928571429,1.783833333,0.074233647,1.949764036
ellagic acid,cardiovascular diseases,42,384,1.333333333,1.432190476,0.077725956,-1.271867825
ellagic acid,psoriasis,42,60,1.714285714,1.755428571,0.072178665,-0.570014108
ellagic acid,bacterial infections,42,33,1.761904762,1.848309524,0.076736729,-1.125989647
ellagic acid,lysosomal storage diseases,42,49,1.952380952,1.866904762,0.054397858,1.571315364
ellagic acid,nutrition disorders,42,25,1.976190476,1.990809524,0.055944802,-0.261311992
ellagic acid,actinomycetales infections,42,29,1.785714286,1.873238095,0.077886713,-1.123732221
ellagic acid,adenocarcinoma,42,32,1.642857143,1.758833333,0.09032054,-1.284051124
ellagic acid,crohn disease,42,88,1.69047619,1.680714286,0.079196289,0.123262149
ellagic acid,gastroenteritis,42,147,1.428571429,1.602738095,0.077246311,-2.25469234
ellagic acid,cardiomyopathies,42,53,1.761904762,1.739619048,0.069325811,0.32146345
ellagic acid,sarcoma,42,27,1.761904762,1.783095238,0.063736187,-0.332471662
ellagic acid,"neoplasms, connective and soft tissue",42,43,1.69047619,1.72102381,0.066687543,-0.45807084
ellagic acid,metabolic diseases,42,649,1.19047619,1.310166667,0.079739766,-1.501013638
ellagic acid,neurobehavioral manifestations,42,104,1.642857143,1.641404762,0.075792409,0.019162618
ellagic acid,mouth diseases,42,27,1.880952381,1.894119048,0.054550269,-0.241367584
ellagic acid,nervous system malformations,42,110,1.666666667,1.619166667,0.080871721,0.587349934
ellagic acid,urologic diseases,42,203,1.404761905,1.584190476,0.077029252,-2.329356273
ellagic acid,spondylitis,42,20,1.904761905,1.838309524,0.083792338,0.793060351
ellagic acid,skin abnormalities,42,72,1.666666667,1.728952381,0.069123702,-0.901076079
ellagic acid,retinitis pigmentosa,42,72,1.904761905,1.832642857,0.05744049,1.255543745
ellagic acid,biliary tract diseases,42,48,1.833333333,1.768809524,0.085176554,0.757530171
ellagic acid,"neoplastic syndromes, hereditary",42,37,1.761904762,1.688595238,0.07885504,0.929674549
ellagic acid,gastrointestinal neoplasms,42,75,1.571428571,1.6025,0.083019733,-0.37426558
ellagic acid,retinal dystrophies,42,73,1.904761905,1.836690476,0.05644976,1.205876316
ellagic acid,thyroid diseases,42,35,1.785714286,1.878428571,0.056004353,-1.655483568
ellagic acid,cerebellar diseases,42,38,1.880952381,1.818404762,0.056443493,1.108145786
ellagic acid,"uveitis, anterior",42,14,1.976190476,1.978809524,0.059418478,-0.044077999
ellagic acid,demyelinating diseases,42,104,1.5,1.618833333,0.080913573,-1.46864524
ellagic acid,urological manifestations,42,19,2.023809524,2.041785714,0.057690702,-0.311595973
ellagic acid,blood platelet disorders,42,28,1.80952381,1.936071429,0.057131819,-2.215011187
ellagic acid,neoplasms by histologic type,42,306,1.285714286,1.361166667,0.079676354,-0.946985861
ellagic acid,sleep disorders,42,21,2.047619048,2.006547619,0.057839871,0.710088523
ellagic acid,respiratory tract diseases,42,103,1.5,1.61847619,0.083954906,-1.411188406
ellagic acid,chromosome disorders,42,34,1.857142857,1.766642857,0.08176552,1.106823505
ellagic acid,"leukemia, myeloid, acute",42,43,1.714285714,1.685642857,0.081398599,0.35188391
ellagic acid,spinal diseases,42,27,1.904761905,1.832833333,0.073449811,0.979288722
ellagic acid,esophageal diseases,42,26,1.857142857,1.804571429,0.083437812,0.630067199
ellagic acid,lung diseases,42,83,1.5,1.636666667,0.086137842,-1.586604248
ellagic acid,musculoskeletal diseases,42,330,1.404761905,1.424880952,0.082941169,-0.242570099
ellagic acid,asthma,42,43,1.761904762,1.794119048,0.085854353,-0.375220179
ellagic acid,movement disorders,42,63,1.833333333,1.682785714,0.084410289,1.783522131
ellagic acid,"carbohydrate metabolism, inborn errors",42,85,1.857142857,1.795285714,0.063658296,0.971705912
ellagic acid,"leukemia, lymphocytic, chronic, b-cell",42,19,1.928571429,1.892095238,0.078227878,0.466281221
ellagic acid,"neoplasms, germ cell and embryonal",42,59,1.571428571,1.65847619,0.079288446,-1.097860079
ellagic acid,spinocerebellar ataxias,42,33,1.904761905,1.832595238,0.054461073,1.32510548
ellagic acid,respiratory tract neoplasms,42,21,1.619047619,1.787142857,0.094191872,-1.784604485
ellagic acid,breast diseases,42,45,1.785714286,1.704857143,0.090228935,0.896133181
ellagic acid,myocardial ischemia,42,52,1.857142857,1.82602381,0.073234128,0.424925488
ellagic acid,uveal diseases,42,19,1.904761905,1.935571429,0.058860899,-0.523429378
ellagic acid,nevi and melanomas,42,17,1.928571429,1.914452381,0.057761291,0.24443788
ellagic acid,collagen diseases,42,26,1.833333333,1.87452381,0.054715819,-0.752807449
ellagic acid,"infant, newborn, diseases",42,53,1.857142857,1.827238095,0.054411217,0.549606565
ellagic acid,arthritis,42,85,1.69047619,1.690452381,0.080640151,0.000295256
ellagic acid,neurologic manifestations,42,193,1.571428571,1.546142857,0.079525791,0.317956148
ellagic acid,anemia,42,60,1.738095238,1.76347619,0.055285509,-0.459088697
ellagic acid,death,42,23,1.833333333,1.925904762,0.07934488,-1.166696939
ellagic acid,liver diseases,42,81,1.595238095,1.692880952,0.08536569,-1.14381852
ellagic acid,liver cirrhosis,42,30,1.857142857,1.832238095,0.07314557,0.340482164
ellagic acid,"genital diseases, female",42,38,1.642857143,1.672309524,0.0938072,-0.313967168
ellagic acid,hair diseases,42,22,1.880952381,1.890785714,0.085748773,-0.114676082
ellagic acid,arterial occlusive diseases,42,51,1.785714286,1.825952381,0.057191943,-0.703562302
ellagic acid,overnutrition,42,14,2.047619048,2.035761905,0.057557996,0.2060034
ellagic acid,"carcinoma, renal cell",42,19,1.80952381,1.853095238,0.074835799,-0.582227077
ellagic acid,"diabetes mellitus, type 2",42,83,1.476190476,1.72347619,0.078978039,-3.131069321
ellagic acid,parkinsonian disorders,42,40,1.880952381,1.759952381,0.088778802,1.362937963
ellagic acid,adrenal gland diseases,42,19,1.833333333,1.91347619,0.089493549,-0.895515469
ellagic acid,bacterial infections and mycoses,42,37,1.738095238,1.825571429,0.064933788,-1.347159825
ellagic acid,polyneuropathies,42,66,1.69047619,1.687952381,0.07630484,0.033075353
ellagic acid,rectal diseases,42,32,1.642857143,1.72252381,0.094647826,-0.841716819
ellagic acid,osteoporosis,42,18,2.095238095,2.031214286,0.057716756,1.109275953
ellagic acid,behcet syndrome,42,14,1.976190476,1.978809524,0.059418478,-0.044077999
ellagic acid,urination disorders,42,22,2.023809524,2.030047619,0.055150567,-0.113110265
ellagic acid,"cholestasis, intrahepatic",42,35,1.857142857,1.821785714,0.078295964,0.451583213
ellagic acid,dyskinesias,42,50,1.714285714,1.725238095,0.079018928,-0.138604525
ellagic acid,metabolic syndrome x,42,17,2.119047619,2.005666667,0.057040364,1.987731907
ellagic acid,gram-positive bacterial infections,42,29,1.785714286,1.873238095,0.077886713,-1.123732221
ellagic acid,motor neuron disease,42,36,1.880952381,1.716809524,0.076955843,2.132948587
ellagic acid,"brain diseases, metabolic, inborn",42,102,1.857142857,1.749880952,0.058106825,1.845943322
ellagic acid,glucose metabolism disorders,42,205,1.380952381,1.595880952,0.077299485,-2.780465776
ellagic acid,hyperinsulinism,42,32,2,1.94652381,0.05542806,0.964785533
ellagic acid,osteochondrodysplasias,42,56,1.714285714,1.806428571,0.052946621,-1.740297218
ellagic acid,bronchial diseases,42,54,1.761904762,1.793333333,0.076434134,-0.411185026
ellagic acid,peripheral nervous system diseases,42,73,1.666666667,1.670547619,0.087359966,-0.044424839
ellagic acid,neuroectodermal tumors,42,52,1.595238095,1.679095238,0.071012742,-1.180874594
ellagic acid,disorders of sex development,42,27,1.857142857,1.869047619,0.072147179,-0.165006617
ellagic acid,overweight,42,14,2.047619048,2.035761905,0.057557996,0.2060034
ellagic acid,female urogenital diseases,42,264,1.357142857,1.4895,0.0860131,-1.538802143
ellagic acid,"genetic diseases, x-linked",42,119,1.666666667,1.596738095,0.0807316,0.866185871
ellagic acid,"spastic paraplegia, hereditary",42,23,1.857142857,1.904785714,0.056157168,-0.848384251
ellagic acid,respiratory hypersensitivity,42,45,1.761904762,1.806071429,0.088838483,-0.49715692
ellagic acid,virus diseases,42,22,1.928571429,1.940071429,0.086299953,-0.133256155
ellagic acid,colonic diseases,42,116,1.357142857,1.607285714,0.078484671,-3.187155592
ellagic acid,"mental retardation, x-linked",42,70,1.738095238,1.709714286,0.074577936,0.380554277
ellagic acid,ovarian neoplasms,42,17,1.69047619,1.733214286,0.110027246,-0.388431927
ellagic acid,epilepsy,42,32,2.119047619,1.977642857,0.058405102,2.421102917
ellagic acid,body weight,42,14,2.047619048,2.035761905,0.057557996,0.2060034
ellagic acid,signs and symptoms,42,133,1.642857143,1.714666667,0.06502112,-1.104403061
ellagic acid,"pathological conditions, signs and symptoms",42,220,1.619047619,1.596619048,0.079384809,0.282529766
ellagic acid,thoracic neoplasms,42,23,1.619047619,1.774857143,0.093756524,-1.661852614
ellagic acid,stomatognathic diseases,42,44,1.80952381,1.817619048,0.060188668,-0.134497712
ellagic acid,autoimmune diseases,42,288,1.357142857,1.454452381,0.08254536,-1.178861226
ellagic acid,neurodegenerative diseases,42,259,1.452380952,1.437738095,0.077513714,0.188906664
ellagic acid,hypothalamic diseases,42,26,2.023809524,1.881238095,0.054926543,2.595674509
ellagic acid,glioma,42,19,1.69047619,1.817833333,0.076150283,-1.672444768
ellagic acid,brain diseases,42,351,1.571428571,1.438785714,0.080315982,1.651512603
ellagic acid,urologic neoplasms,42,37,1.69047619,1.737404762,0.080707469,-0.581465036
ellagic acid,skin and connective tissue diseases,42,428,1.380952381,1.347190476,0.080415855,0.419841395
prunetin,liver diseases,1,81,1,1.697,0.46388684,-1.502521607
prunetin,lung diseases,1,83,1,1.648,0.47759397,-1.356801051
prunetin,overweight,1,14,2,1.989,0.216515588,0.050804656
prunetin,bone marrow diseases,1,60,2,1.646,0.506639912,0.698721107
prunetin,tauopathies,1,38,1,1.801,0.401744944,-1.993802317
prunetin,intellectual disability,1,99,2,1.681,0.472481746,0.675158359
prunetin,spondylarthropathies,1,20,2,1.899,0.314323082,0.321325431
prunetin,anemia,1,60,2,1.817,0.39434883,0.46405615
prunetin,"carcinoma, renal cell",1,19,2,1.929,0.275606604,0.257613566
prunetin,"cardiomyopathy, dilated",1,32,2,1.815,0.390864427,0.473309893
prunetin,inflammatory bowel diseases,1,144,1,1.587,0.504411538,-1.163732301
prunetin,prostatic diseases,1,68,2,1.773,0.423640178,0.535832086
prunetin,vascular diseases,1,213,0,1.489,0.527142296,-2.824664255
prunetin,hypersensitivity,1,54,2,1.837,0.372063167,0.438097653
prunetin,metabolic diseases,1,649,1,1.131,0.449264955,-0.2915874
prunetin,sleep disorders,1,21,2,1.98,0.20880613,0.095782629
prunetin,"abnormalities, multiple",1,141,2,1.51,0.536563137,0.91321965
prunetin,"leukemia, myeloid, acute",1,43,2,1.733,0.44239236,0.603536644
prunetin,alzheimer disease,1,32,1,1.849,0.360830985,-2.352902147
prunetin,"liver cirrhosis, biliary",1,28,2,1.858,0.357541606,0.397156576
prunetin,"death, sudden",1,23,2,1.889,0.329664981,0.336705462
prunetin,cerebrovascular disorders,1,52,1,1.85,0.362629287,-2.343991591
prunetin,"genital diseases, male",1,94,2,1.738,0.446493001,0.586795312
prunetin,uveal diseases,1,19,2,1.961,0.23125527,0.168644805
prunetin,cerebellar ataxia,1,35,2,1.889,0.317299543,0.349827166
prunetin,virus diseases,1,22,2,1.852,0.402611475,0.367600054
prunetin,"infant, newborn, diseases",1,53,2,1.866,0.37154273,0.360658383
prunetin,parkinson disease,1,39,2,1.816,0.387484193,0.47485808
prunetin,behcet syndrome,1,14,2,1.953,0.242468555,0.193839568
prunetin,"genital neoplasms, male",1,77,2,1.759,0.446003363,0.54035467
prunetin,exophthalmos,1,14,2,1.985,0.234040595,0.064091445
prunetin,epilepsy,1,32,2,1.98,0.203960781,0.098058068
prunetin,immune system diseases,1,473,1,1.155,0.418300131,-0.370547338
prunetin,"purine-pyrimidine metabolism, inborn errors",1,20,2,1.983,0.201769671,0.084254487
prunetin,retinal diseases,1,138,1,1.756,0.443242597,-1.705612242
prunetin,nervous system diseases,1,805,1,0.994,0.299939994,0.020004001
prunetin,"muscular disorders, atrophic",1,36,2,1.883,0.321420286,0.364009383
prunetin,thyroid diseases,1,35,2,1.921,0.28418128,0.277991569
prunetin,"carbohydrate metabolism, inborn errors",1,85,2,1.812,0.393263271,0.478051255
prunetin,tdp-43 proteinopathies,1,30,2,1.798,0.401492217,0.503123078
prunetin,"colitis, ulcerative",1,68,1,1.781,0.418376625,-1.866739091
prunetin,dementia,1,47,1,1.753,0.431266739,-1.746019185
prunetin,disorders of sex development,1,27,2,1.929,0.26068947,0.27235469
prunetin,skin diseases,1,310,1,1.203,0.491722483,-0.412834489
prunetin,neoplasms,1,531,0,1.076,0.360865626,-2.981719295
prunetin,"congenital, hereditary, and neonatal diseases and abnormalities",1,1129,1,0.923,0.324146572,0.237546859
prunetin,motor neuron disease,1,36,2,1.736,0.443062072,0.595853305
prunetin,cardiomyopathies,1,53,2,1.766,0.423372177,0.552705192
prunetin,joint diseases,1,89,2,1.675,0.470505048,0.690747106
prunetin,"uveitis, anterior",1,14,2,1.953,0.242468555,0.193839568
prunetin,graves disease,1,14,2,1.985,0.234040595,0.064091445
prunetin,"renal tubular transport, inborn errors",1,38,2,1.946,0.234699808,0.230081142
prunetin,muscular dystrophies,1,39,2,1.885,0.319021943,0.360476772
prunetin,carotid artery diseases,1,19,2,1.962,0.250111975,0.15193195
prunetin,"pathological conditions, signs and symptoms",1,220,1,1.506,0.54218447,-0.933261699
prunetin,heart diseases,1,197,0,1.484,0.523205505,-2.836361596
prunetin,leprosy,1,20,2,1.979,0.201392651,0.104273914
prunetin,breast neoplasms,1,43,2,1.711,0.464197156,0.622580289
prunetin,bone diseases,1,162,2,1.521,0.530621334,0.902715306
prunetin,respiratory tract diseases,1,103,1,1.63,0.482804308,-1.304876509
prunetin,cardiovascular abnormalities,1,71,2,1.794,0.423749926,0.486135778
prunetin,death,1,23,2,1.889,0.329664981,0.336705462
prunetin,arteriosclerosis,1,45,0,1.88,0.345832329,-5.43616036
prunetin,intestinal neoplasms,1,43,2,1.7,0.458257569,0.654653671
prunetin,skin abnormalities,1,72,2,1.744,0.45657858,0.560692093
prunetin,adenocarcinoma,1,32,2,1.78,0.414246304,0.531085005
prunetin,urological manifestations,1,19,2,1.987,0.216404713,0.060072629
prunetin,"anemia, hemolytic",1,29,2,1.943,0.244440177,0.233185889
prunetin,respiratory hypersensitivity,1,45,2,1.82,0.384187454,0.468521286
prunetin,ovarian diseases,1,28,2,1.707,0.457330296,0.640674808
prunetin,spinocerebellar ataxias,1,33,2,1.892,0.316758583,0.340953665
prunetin,urogenital neoplasms,1,135,2,1.495,0.521512224,0.9683378
prunetin,"anemia, aplastic",1,21,2,1.897,0.326176333,0.315780115
prunetin,head and neck neoplasms,1,38,0,1.78,0.446766158,-3.984187181
prunetin,lung neoplasms,1,21,2,1.746,0.437588848,0.580453549
prunetin,leukemia,1,124,2,1.459,0.531336993,1.018186212
prunetin,actinomycetales infections,1,29,2,1.929,0.264497637,0.2684334
prunetin,colonic diseases,1,116,1,1.555,0.518627998,-1.070131197
prunetin,colitis,1,68,1,1.781,0.418376625,-1.866739091
prunetin,blood platelet disorders,1,28,2,1.952,0.227367544,0.211111926
prunetin,esophageal diseases,1,26,0,1.811,0.418663349,-4.325671218
prunetin,keratosis,1,25,2,1.93,0.266645833,0.26252051
prunetin,rectal diseases,1,32,2,1.769,0.421472419,0.548078568
prunetin,insulin resistance,1,32,2,1.939,0.251553175,0.242493461
prunetin,mycobacterium infections,1,29,2,1.929,0.264497637,0.2684334
prunetin,spinocerebellar degenerations,1,35,2,1.902,0.303967103,0.322403309
prunetin,ocular motility disorders,1,20,2,1.966,0.225486141,0.15078532
prunetin,adrenal gland diseases,1,19,2,1.869,0.3461777,0.378418367
prunetin,"lysosomal storage diseases, nervous system",1,36,2,1.909,0.314195799,0.289628316
prunetin,intestinal diseases,1,222,1,1.385,0.533643139,-0.721455916
prunetin,myocardial ischemia,1,52,0,1.849,0.382359778,-4.835759683
prunetin,gout,1,17,2,1.996,0.199959996,0.020004001
prunetin,neuromuscular diseases,1,177,1,1.408,0.513357575,-0.794767662
