,chemical,DirectEvidence,disease,pubchem_compound_id
269417,trans-resveratrol 3-sulfate,therapeutic,Sezary Syndrome,25113755.0
269492,resveratrol 3-sulfate,therapeutic,"Shock, Hemorrhagic",25113755.0
269493,trans-resveratrol 3-sulfate,therapeutic,"Shock, Hemorrhagic",25113755.0
269800,resveratrol 3-sulfate,therapeutic,Skin Neoplasms,25113755.0
269801,trans-resveratrol 3-sulfate,therapeutic,Skin Neoplasms,25113755.0
270224,resveratrol 3-sulfate,therapeutic,Spinocerebellar Ataxia 17,25113755.0
270225,trans-resveratrol 3-sulfate,therapeutic,Spinocerebellar Ataxia 17,25113755.0
270288,resveratrol 3-sulfate,therapeutic,Splenomegaly,25113755.0
270289,trans-resveratrol 3-sulfate,therapeutic,Splenomegaly,25113755.0
270660,resveratrol 3-sulfate,therapeutic,Stomach Neoplasms,25113755.0
270661,trans-resveratrol 3-sulfate,therapeutic,Stomach Neoplasms,25113755.0
271284,resveratrol 3-sulfate,therapeutic,Stroke,25113755.0
271285,trans-resveratrol 3-sulfate,therapeutic,Stroke,25113755.0
271400,resveratrol 3-sulfate,therapeutic,Subarachnoid Hemorrhage,25113755.0
271401,trans-resveratrol 3-sulfate,therapeutic,Subarachnoid Hemorrhage,25113755.0
271420,resveratrol 3-sulfate,therapeutic,Substance-Related Disorders,25113755.0
271421,trans-resveratrol 3-sulfate,therapeutic,Substance-Related Disorders,25113755.0
271740,resveratrol 3-sulfate,therapeutic,Teratoma,25113755.0
271741,trans-resveratrol 3-sulfate,therapeutic,Teratoma,25113755.0
271748,resveratrol 3-sulfate,therapeutic,Testicular Diseases,25113755.0
271749,trans-resveratrol 3-sulfate,therapeutic,Testicular Diseases,25113755.0
272136,resveratrol 3-sulfate,therapeutic,"Thyroid cancer, medullary",25113755.0
272137,trans-resveratrol 3-sulfate,therapeutic,"Thyroid cancer, medullary",25113755.0
272380,resveratrol 3-sulfate,therapeutic,Tongue Neoplasms,25113755.0
272381,trans-resveratrol 3-sulfate,therapeutic,Tongue Neoplasms,25113755.0
272484,resveratrol 3-sulfate,therapeutic,Trigeminal Neuralgia,25113755.0
272485,trans-resveratrol 3-sulfate,therapeutic,Trigeminal Neuralgia,25113755.0
273156,resveratrol 3-sulfate,therapeutic,Uterine Cervical Neoplasms,25113755.0
273157,trans-resveratrol 3-sulfate,therapeutic,Uterine Cervical Neoplasms,25113755.0
273240,resveratrol 3-sulfate,therapeutic,Uterine Neoplasms,25113755.0
273241,trans-resveratrol 3-sulfate,therapeutic,Uterine Neoplasms,25113755.0
273340,resveratrol 3-sulfate,therapeutic,Vascular Diseases,25113755.0
273341,trans-resveratrol 3-sulfate,therapeutic,Vascular Diseases,25113755.0
273428,resveratrol 3-sulfate,therapeutic,"Vasospasm, Intracranial",25113755.0
273429,trans-resveratrol 3-sulfate,therapeutic,"Vasospasm, Intracranial",25113755.0
273520,resveratrol 3-sulfate,therapeutic,Ventricular Dysfunction,25113755.0
273521,trans-resveratrol 3-sulfate,therapeutic,Ventricular Dysfunction,25113755.0
273548,resveratrol 3-sulfate,therapeutic,"Ventricular Dysfunction, Left",25113755.0
273549,trans-resveratrol 3-sulfate,therapeutic,"Ventricular Dysfunction, Left",25113755.0
273612,resveratrol 3-sulfate,therapeutic,"Ventricular Dysfunction, Right",25113755.0
273613,trans-resveratrol 3-sulfate,therapeutic,"Ventricular Dysfunction, Right",25113755.0
273640,resveratrol 3-sulfate,therapeutic,Ventricular Remodeling,25113755.0
273641,trans-resveratrol 3-sulfate,therapeutic,Ventricular Remodeling,25113755.0
273812,resveratrol 3-sulfate,therapeutic,Waldenstrom Macroglobulinemia,25113755.0
273813,trans-resveratrol 3-sulfate,therapeutic,Waldenstrom Macroglobulinemia,25113755.0
273820,resveratrol 3-sulfate,therapeutic,Wallerian Degeneration,25113755.0
273821,trans-resveratrol 3-sulfate,therapeutic,Wallerian Degeneration,25113755.0
273840,resveratrol 3-sulfate,therapeutic,Wasting Syndrome,25113755.0
273841,trans-resveratrol 3-sulfate,therapeutic,Wasting Syndrome,25113755.0
273852,resveratrol 3-sulfate,therapeutic,Weight Gain,25113755.0
273853,trans-resveratrol 3-sulfate,therapeutic,Weight Gain,25113755.0
274036,resveratrol 3-sulfate,therapeutic,Weight Loss,25113755.0
274037,trans-resveratrol 3-sulfate,therapeutic,Weight Loss,25113755.0
274100,resveratrol 3-sulfate,therapeutic,Werner Syndrome,25113755.0
274101,trans-resveratrol 3-sulfate,therapeutic,Werner Syndrome,25113755.0
274160,resveratrol 3-sulfate,therapeutic,Wounds and Injuries,25113755.0
274161,trans-resveratrol 3-sulfate,therapeutic,Wounds and Injuries,25113755.0
274445,resveratrol 5-o-glucoside,therapeutic,Anaphylaxis,5281718.0
275117,resveratrol 5-o-glucoside,therapeutic,Cardiomegaly,5281718.0
275666,resveratrol 5-o-glucoside,therapeutic,"Disease Models, Animal",5281718.0
275834,resveratrol 5-o-glucoside,therapeutic,Endomyocardial Fibrosis,5281718.0
275855,resveratrol 5-o-glucoside,therapeutic,Enterovirus Infections,5281718.0
276509,resveratrol 5-o-glucoside,therapeutic,Hypertrophy,5281718.0
276536,resveratrol 5-o-glucoside,therapeutic,Hyperuricemia,5281718.0
276737,resveratrol 5-o-glucoside,therapeutic,Kidney Diseases,5281718.0
279298,paeonol,therapeutic,Drug-Induced Liver Injury,11092.0
280172,urolithin a,therapeutic,Urinary Bladder Neoplasms,5488186.0
280173,urolithin b,therapeutic,Urinary Bladder Neoplasms,5488186.0
285513,(-)-epicatechin 3-o-gallate,therapeutic,Hemolysis,107905.0
294811,quercetin 3-o-glucuronide,therapeutic,Glucose Intolerance,5274585.0
306248,4-hydroxycoumarin,therapeutic,"Melanoma, Experimental",54682930.0
306252,4-hydroxycoumarin,therapeutic,Neoplasm Metastasis,54682930.0
306562,"1,4-naphtoquinone",therapeutic,Inflammation,8530.0
307391,benzoic acid,therapeutic,Carbamoyl-Phosphate Synthase I Deficiency Disease,243.0
307815,benzoic acid,therapeutic,Hyperammonemia,243.0
308504,galloyl glucose,therapeutic,Uveitis,124021.0
311323,equol,therapeutic,Breast Neoplasms,91469.0
311794,equol,therapeutic,Prostatic Neoplasms,91469.0
312003,isoliquiritigenin,therapeutic,Adenoma,638278.0
312194,isoliquiritigenin,therapeutic,Brain Diseases,638278.0
312229,isoliquiritigenin,therapeutic,Breast Neoplasms,638278.0
312433,isoliquiritigenin,therapeutic,Colitis,638278.0
312448,isoliquiritigenin,therapeutic,Colonic Neoplasms,638278.0
312622,isoliquiritigenin,therapeutic,Drug-Induced Liver Injury,638278.0
313297,isoliquiritigenin,therapeutic,Muscle Cramp,638278.0
313358,isoliquiritigenin,therapeutic,Neoplasm Invasiveness,638278.0
313373,isoliquiritigenin,therapeutic,Neoplasm Metastasis,638278.0
313414,isoliquiritigenin,therapeutic,Nervous System Diseases,638278.0
314008,o-desmethylangolensin,therapeutic,Prostatic Neoplasms,89472.0
314308,prunetin,therapeutic,Inflammation,5281804.0
314523,prunetin,therapeutic,Sepsis,5281804.0
314601,puerarin,therapeutic,Acute Kidney Injury,5281807.0
314661,puerarin,therapeutic,Alcohol-Related Disorders,5281807.0
314728,puerarin,therapeutic,Arteriosclerosis,5281807.0
314828,puerarin,therapeutic,Brain Ischemia,5281807.0
315183,puerarin,therapeutic,Diabetes Mellitus,5281807.0
315187,puerarin,therapeutic,"Diabetes Mellitus, Experimental",5281807.0
315242,puerarin,therapeutic,Diabetic Nephropathies,5281807.0
315285,puerarin,therapeutic,Drug-Induced Liver Injury,5281807.0
315320,puerarin,therapeutic,Dyslipidemias,5281807.0
315575,puerarin,therapeutic,Hyperglycemia,5281807.0
315592,puerarin,therapeutic,Hyperlipidemias,5281807.0
315614,puerarin,therapeutic,Hypertension,5281807.0
315692,puerarin,therapeutic,Inflammation,5281807.0
315776,puerarin,therapeutic,Learning Disorders,5281807.0
315819,puerarin,therapeutic,Liver Cirrhosis,5281807.0
315990,puerarin,therapeutic,Memory Disorders,5281807.0
316070,puerarin,therapeutic,Myocardial Ischemia,5281807.0
316273,puerarin,therapeutic,Pancreatic Diseases,5281807.0
316401,puerarin,therapeutic,Proteinuria,5281807.0
316645,puerarin,therapeutic,Uremia,5281807.0
316725,tectoridin,therapeutic,Drug-Induced Liver Injury,5281810.0
316732,tectoridin,therapeutic,Fatty Liver,5281810.0
316778,deoxyschisandrin,therapeutic,Drug-Induced Liver Injury,43595.0
316826,enterodiol,therapeutic,Breast Neoplasms,115089.0
316892,enterodiol,therapeutic,"Neovascularization, Pathologic",115089.0
317136,enterolactone,therapeutic,Breast Neoplasms,10685477.0
318347,enterolactone,therapeutic,"Neovascularization, Pathologic",10685477.0
318912,schisandrin b,therapeutic,Cardiomyopathies,108130.0
318970,schisandrin b,therapeutic,Drug-Induced Liver Injury,108130.0
319015,schisandrin b,therapeutic,Heart Diseases,108130.0
319027,schisandrin b,therapeutic,Hepatitis,108130.0
319070,schisandrin b,therapeutic,Kidney Diseases,108130.0
319145,schisandrin b,therapeutic,Neoplasms,108130.0
319284,schisandrin c,therapeutic,Drug-Induced Liver Injury,443027.0
319352,schisandrol b,therapeutic,Amnesia,3001662.0
319577,schisandrol b,therapeutic,Drug-Induced Liver Injury,3001662.0
320002,schisandrol b,therapeutic,Precancerous Conditions,3001662.0
320172,schisantherin a,therapeutic,Drug-Induced Liver Injury,151529.0
320375,lithospermic acid,therapeutic,"Arthritis, Gouty",6441498.0
320382,lithospermic acid,therapeutic,Inflammation,6441498.0
320677,salvianolic acid b,therapeutic,Cognition Disorders,6441188.0
320789,salvianolic acid b,therapeutic,Drug-Induced Liver Injury,6441188.0
320859,salvianolic acid b,therapeutic,Fibrosis,6441188.0
320903,salvianolic acid b,therapeutic,Heart Diseases,6441188.0
320937,salvianolic acid b,therapeutic,Hepatomegaly,6441188.0
320996,salvianolic acid b,therapeutic,Hypokinesia,6441188.0
321097,salvianolic acid b,therapeutic,"Liver Cirrhosis, Experimental",6441188.0
321263,salvianolic acid b,therapeutic,Necrosis,6441188.0
321377,salvianolic acid b,therapeutic,"Parkinson Disease, Secondary",6441188.0
321616,salvianolic acid b,therapeutic,Weight Gain,6441188.0
321650,paeoniflorin,therapeutic,Amnesia,442534.0
321789,paeoniflorin,therapeutic,"Dermatitis, Allergic Contact",442534.0
321921,paeoniflorin,therapeutic,Hypotension,442534.0
322141,paeoniflorin,therapeutic,Radiation Injuries,442534.0
322280,phenylacetic acid,therapeutic,Carbamoyl-Phosphate Synthase I Deficiency Disease,999.0
322286,phenylacetic acid,therapeutic,Coma,999.0
322303,phenylacetic acid,therapeutic,Hyperammonemia,999.0
322331,phenylacetic acid,therapeutic,"Urea Cycle Disorders, Inborn",999.0
322411,3-phenylpropionic acid,therapeutic,Melanoma,107.0
